OID,NDVI_center,Building_Coverage,Weighted_Height,SPEED_M_s_,ALT_M_,NR_TAC,NR_PCI,Base_Central_frequency_point,Base_Electronic_downtilt,Base_Mechanical_downtilt,Base_Power,Match_Dist,DEM_center,True_3D_Dist,Building_Coverage,Match_Angle_sin,Match_Angle_cos,Base_Direction_angle_sin,Base_Direction_angle_cos,NR_BAND_enc,Base_Bandwidth_enc,log_Match_Dist,log_True_3D_Dist,Power_to_Dist_ratio,Match_Dist_bin,SS_RSRP
4995,0.602630973,0,0,45.3175,251.5,10121472,502,636664,6,5,24,936.8308199,250,941.575,0.032677041,0.789139153,0.614214455,0.173648178,-0.984807753,1,0,6.84356957,6.848615492,0.025618286,8,-81.75
4996,0.62767601,0,0,51.6225,253.75,10121472,502,636664,6,5,24,926.9929744,256,931.54,0.007660812,0.778700337,0.627396036,0.173648178,-0.984807753,1,0,6.833024162,6.837912046,0.025890164,8,-92.25
4997,0.606069982,0,0,43.1625,261,10121472,502,636664,6,5,24,740.8223218,262,744.0425,-4.16E-18,0.9998784,-0.015594373,0.173648178,-0.984807753,1,0,6.609109756,6.613441264,0.032396432,7,-82.5
4998,0.615351021,0,0,19.54666667,270,10121472,86,636664,6,0,24,1125.286894,266,1125.36,-9.51E-18,0.792094828,0.610398053,-1,-1.84E-16,1,0,7.026681567,7.026746473,0.021327894,8,-83
4999,0.652912021,0,0,26.488,267,10121472,502,636664,0,4,24,844.5982709,270,847.092,-6.18E-18,0.996118896,0.08801787,0.173648178,-0.984807753,1,0,6.74004439,6.74298912,0.028415876,7,-86.6
5000,0.640191019,0,0,46.025,255.5,10121472,502,636664,6,5,24,722.3689324,275,726.435,-6.18E-18,0.996627973,-0.08205293,0.173648178,-0.984807753,1,0,6.583919372,6.589524648,0.03322402,7,-88.5
5001,0.226375997,0,0,33.928,226.2,10121472,888,636664,0,5,24,376.6297187,210,378.758,-2.68E-17,0.821847407,-0.569707678,-0.766044443,-0.64278761,1,0,5.933914135,5.939534208,0.063723065,4,-74.6
5002,0.196403995,0,0,32.87,212,10121472,888,636664,0,5,24,330.9505766,215,334.71,-2.46E-17,0.996350807,0.085352615,-0.766044443,-0.64278761,1,0,5.804986092,5.816247692,0.072518381,3,-70
5003,0.197475001,0,0,33.245,211,10121472,888,636664,0,5,24,298.7634514,217,303.09,-4.45E-17,0.995014584,0.099729523,-0.766044443,-0.64278761,1,0,5.702993668,5.71732371,0.080331111,3,-70
5004,0.200215995,0,0,31.01,211,10121472,888,636664,0,5,24,267.9255387,218,272.74,-1.29E-17,0.993092061,0.117337799,-0.766044443,-0.64278761,1,0,5.594434533,5.612178751,0.089577127,3,-73
5005,0.206118003,0,0,31.32,211,10121472,888,636664,0,5,24,251.1726748,218,256.3,2.78E-18,0.991849606,0.127414124,-0.766044443,-0.64278761,1,0,5.53011407,5.550242719,0.095551795,2,-73
5006,0.235444993,0,0,30.05347917,238.8790179,10121472,770.75,636664,0,5.75,24,303.1304936,219,307.7301057,4.44E-18,0.889397108,-0.457135411,-0.342020143,-0.939692621,1,0,5.717456865,5.732467451,0.079173823,3,-72.4233631
5007,0.236902997,0,0,32.65,217,10121472,888,636664,0,5,24,189.7660147,220,195.03,0.00153784,0.984841079,0.173459069,-0.766044443,-0.64278761,1,0,5.251047623,5.278267709,0.126471539,1,-74
5008,0.230678007,0,0,33.135,250.5,10121472,888,636664,0,5,24,145.7932855,223,146.635,0.004143426,0.996749725,0.080560452,-0.766044443,-0.64278761,1,0,4.989025376,4.994743011,0.164616633,1,-63
5009,0.212359995,0,0,25.515,278.125,10121472,888,636664,0,5,24,115.7734641,229,117.36625,0.005691042,0.989361521,0.14547777,-0.766044443,-0.64278761,1,0,4.760235854,4.773783631,0.207301388,0,-72.125
5010,0.199450001,0,0,38.18,259,10121472,888,636664,0,5,24,93.1202446,233,93.195,0.005691042,0.980147358,0.198270413,-0.766044443,-0.64278761,1,0,4.544573163,4.545367102,0.257731279,0,-61
5011,0.197846994,0,0,34.74,250,10121472,888,636664,0,5,24,70.11079118,236,71.13,0.005691042,0.939814321,0.34168559,-0.766044443,-0.64278761,1,0,4.2642391,4.278470047,0.342315345,0,-61
5012,0.176946998,0,0,26.32,236,10121472,888,636664,0,5,24,43.06755912,237,50.31,0.004153202,0.754750766,0.656011647,-0.766044443,-0.64278761,1,0,3.785723891,3.937885665,0.557263981,0,-62
5013,0.172737002,0,0,20.97823593,245.9906926,10121472,805.5714286,636664,0,5,24,47.17950577,235,61.82646537,0.001547616,0.656432976,-0.75438435,0.342020143,-0.939692621,1,0,3.874933739,4.140376408,0.508695441,0,-67.83246753
5014,0.203769997,0,0,30.45528355,246.3097403,10121472,804.4285714,636664,0,5,24,69.12184563,234,83.01646537,2.08E-17,-0.782099445,-0.623153639,0.974927912,-0.222520935,1,0,4.250234381,4.431012796,0.347212946,0,-69.50707071
5015,0.191468,0,0,50.29,211,10121472,884,636664,0,5,24,75.89225034,232,91.44,3.47E-17,-0.988033805,0.154237482,0.5,0.866025404,1,0,4.342405096,4.526559785,0.316237818,0,-67
5016,0.187891006,0,0,41.438,229.6,10121472,884,636664,0,5,24,97.83991769,231,105.058,0.00304784,-0.974502977,0.224374569,0.5,0.866025404,1,0,4.593501548,4.663986114,0.24529865,0,-65.4
5017,0.186703995,0,0,35.942,244.6,10121472,884,636664,0,5,24,127.8094771,231,129.63,0.008518907,-0.985308079,0.170786384,0.5,0.866025404,1,0,4.858334391,4.872368899,0.187779501,0,-75
5018,0.210626006,0,0,33.89909091,237.1818182,10121472,884,636664,6,5,24,246.0891339,233,255.3254545,0.00908917,-0.414201953,-0.910185004,0.5,0.866025404,1,0,5.509749138,5.546447944,0.097525638,2,-69.27272727
5019,0.262499988,0,0,41.901,225.9,10121472,395,636664,6,12,24,216.5089045,237,229.422,0.00908917,-0.436315161,-0.89979391,-0.5,0.866025404,1,0,5.38223979,5.43991241,0.110849944,2,-67.3
5020,0.246112004,0,0,27.00333333,221.5555556,10121472,319,636664,6,5,24,282.5277956,236,294.5144444,0.00908917,-0.519015908,-0.85476458,0.64278761,-0.766044443,1,0,5.647310163,5.688717717,0.084947394,3,-66.88888889
5021,0.233668,0,0,25.17666667,222,10121472,768,636664,6,10,24,419.6461326,235,433.57,0.00604133,0.041832099,-0.999124655,0.866025404,0.5,1,0,6.04179194,6.074357036,0.057191043,5,-66
5022,0.27026701,0,0,32.1475,216,10121472,319,636664,0,5,24,256.4690111,238,268.16,0.000570264,-0.905045133,-0.425315538,0.64278761,-0.766044443,1,0,5.550899368,5.595305998,0.093578557,2,-69.5
5023,0.260031015,0,0,40.265,209.5,10121472,319,636664,0,5,24,312.4842873,239,316.94,3.89E-17,-0.995827049,0.091260553,0.64278761,-0.766044443,1,0,5.747749239,5.761862686,0.076803862,3,-65.5
5024,0.194630995,0,0,39.87285714,213.2857143,10121472,319,636664,0,5,24,399.0882615,237,405.9971429,0.0088115,-0.351718929,-0.936105654,0.64278761,-0.766044443,1,0,5.991685177,6.008806166,0.060137073,4,-66.71428571
5025,0.239879996,0,0,29.479,207.9,10121472,319,636664,0,5,24,423.9211562,234,427.172,0.020303433,-0.477070055,-0.87886527,0.64278761,-0.766044443,1,0,6.051903637,6.059524984,0.056614301,5,-74.55
5026,0.189418003,0,0,28.03166667,203.3333333,10121472,159,636664,6,2,24,429.9811568,232,432.8866667,0.0322569,0.593182779,-0.805067817,-0.866025404,-0.5,1,0,6.066064369,6.072783363,0.055816399,5,-75.33333333
5027,0.196271002,0,0,33.77625,207.875,10121472,391,636664,6,4,24,353.9793123,230,362.87875,0.041700012,0.997495645,0.070727914,1.22E-16,-1,1,0,5.872059513,5.896820708,0.067800572,4,-72.375
5028,0.186680004,0,0,41.546,205.6,10121472,391,636664,6,4,24,272.6220699,227,284.208,0.043047533,0.97790445,0.209052352,1.22E-16,-1,1,0,5.611747847,5.653218739,0.088033958,3,-68.4
5029,0.147980005,0,0,44.455,205.25,10121472,391,636664,6,4,24,234.8789937,225,245.1475,0.038219967,0.893187986,0.449683469,1.22E-16,-1,1,0,5.463318935,5.50593095,0.102180274,2,-67
5030,0.127274007,0,0,45.88166667,205.8333333,10121472,391,636664,6,4,24,200.5024028,224,210.6133333,0.031618167,0.769282357,0.638908957,1.22E-16,-1,1,0,5.305801306,5.35476071,0.119699313,1,-69.5
5031,0.120264001,0,0,50.37,211.2857143,10121472,391,636664,6,4,24,198.3334439,225,210.2985714,0.023478597,0.840560787,0.541717236,1.22E-16,-1,1,0,5.29497902,5.353272164,0.121008335,1,-65.85714286
5032,0.123907998,0,0,47.272,200.6,10121472,391,636664,6,4,24,202.1891252,226,220.584,0.018886751,0.904128581,0.427260469,1.22E-16,-1,1,0,5.314137197,5.40080175,0.118700745,1,-66
5033,0.189017996,0,0,56.95,212.5,10121472,391,636664,6,4,24,163.5498285,227,168.735,0.02248643,0.08647236,0.99625425,1.22E-16,-1,1,0,5.103213433,5.134238397,0.146744268,1,-70
5034,0.198863,0,0,53.64,210.5,10121472,391,636664,6,4,24,163.0843004,228,168.79,0.01954609,-0.100352058,0.994951991,1.22E-16,-1,1,0,5.100380323,5.134562379,0.147163153,1,-70
5035,0.229626998,0,0,53.01,209.5,10121472,391,636664,6,4,24,168.1272608,227,173.92,0.014655956,-0.275588618,0.96127567,1.22E-16,-1,1,0,5.130651454,5.164328727,0.142749009,1,-70
5036,0.208837003,0,0,43.6814881,196.6428571,10121472,268.875,636664,6,4.25,24,191.5047281,224,204.8240278,0.01084206,-0.862849373,-0.505461136,-0.659345815,-0.751839807,1,0,5.260120715,5.32702157,0.125323276,1,-62.85019841
5037,0.156290993,0,0,58.86,209,10121472,110,636664,6,12,24,167.256902,221,207.025,0.005990793,0.203784565,-0.979015756,-0.5,0.866025404,1,0,5.12549199,5.337658265,0.143491835,1,-55
5038,0.151573002,0,0,56.12,208,10121472,110,636664,6,12,24,162.6548651,221,203.93,0.001043593,0.063778197,-0.997964098,-0.5,0.866025404,1,0,5.097759729,5.322668457,0.147551688,1,-55
5039,0.157677993,0,0,49.02,208,10121472,110,636664,6,12,24,166.3731818,221,206.9066667,-5.00E-17,-0.187351691,-0.982292901,-0.5,0.866025404,1,0,5.120225941,5.337089261,0.144254017,1,-55
5040,0.154639006,0,0,41.04870581,197.7511364,10121472,146.75,636664,6,4.5,24,140.4467322,222,160.9764432,-5.97E-17,0.736353801,-0.67659669,-0.991444861,-0.130526192,1,0,4.951923195,5.087450912,0.170883291,1,-57.70334596
5041,0.145113006,0,0,43.45,211.5,10121472,110,636664,6,12,24,124.6251532,222,146.185,-5.63E-17,0.749380363,-0.662139767,-0.5,0.866025404,1,0,4.833302498,4.991690299,0.192577495,0,-55
5042,0.181048006,0,0,39.37,212.6666667,10121472,159,636664,6,2,24,50.40711915,223,59.43,-7.41E-17,0.627252589,0.778815889,-0.866025404,-0.5,1,0,3.939776668,4.10148567,0.476123213,0,-55
5043,0.183975995,0,0,40.82,213,10121472,159,636664,6,2,24,39.49850307,225,50.21,-3.98E-17,0.236601072,0.971606882,-0.866025404,-0.5,1,0,3.701265012,3.935934825,0.607617948,0,-55
5044,0.224763006,0,0,36.11,97.5,10121472,912,636664,6,4,24,449.3986921,227,482.325,7.98E-18,0.158235956,0.987401328,-0.866025404,-0.5,1,0,6.110133173,6.180689305,0.053404695,5,-69
5045,0.226581007,0,0,33.29761508,180.6722222,10121472,253.1428571,636664,6,5.142857143,24,211.2350299,228,232.1297698,6.59E-18,-0.735932669,-0.677054729,0.715866849,-0.698236818,1,0,5.357694292,5.45159525,0.113617518,2,-61.77896825
5046,0.211494997,0,0,33.34022485,199.5072047,10121472,177.4285714,636664,5.142857143,3.714285714,24,178.7608203,229,192.0990586,1.04E-18,-0.999985063,-0.005465628,0.853290882,-0.521435203,1,0,5.191627191,5.263203314,0.134257606,1,-64.13786333
5047,0.198743999,0,0,47.34,197,10121472,329,636664,0,4,24,269.1150138,231,280.435,7.98E-18,-0.822026964,-0.569448567,0.939692621,-0.342020143,1,0,5.598847845,5.639901515,0.0891812,3,-74
5048,0.195154995,0,0,46.75,196.6,10121472,329,636664,0,4,24,306.1840004,232,317.836,3.54E-18,-0.74387307,-0.668320922,0.939692621,-0.342020143,1,0,5.727446918,5.764676864,0.078384239,3,-74.8
5049,0.204848006,0,0,44.116,199.2,10121472,329,636664,6,4,24,313.2541085,233,325.342,-3.12E-18,-0.862660285,-0.505783781,0.939692621,-0.342020143,1,0,5.750201921,5.787945911,0.076615116,3,-77.4
5050,0.206887007,0,0,41.98,200.875,10121472,329,636664,0,4,24,343.0586618,233,352.9125,1.18E-17,-0.773902664,-0.63330456,0.939692621,-0.342020143,1,0,5.840812171,5.869049707,0.069958881,4,-75
5051,0.245563999,0,0,39.41,203.5714286,10121472,329,636664,0,4,24,402.0093689,233,413.0271429,1.84E-17,-0.583713686,-0.811959564,0.939692621,-0.342020143,1,0,5.99895981,6.025931534,0.059700101,4,-75.28571429
5052,0.264366001,0,0,42.98454545,204.1818182,10121472,329,636664,0,4,24,437.82103,233,449.7936364,1.15E-17,-0.482260859,-0.876027661,0.939692621,-0.342020143,1,0,6.084091653,6.111009666,0.054816919,5,-68.63636364
5053,0.264358014,0,0,40.97,202.6,10121472,329,636664,0,4,24,445.6337655,232,457.736,8.17E-18,-0.540788717,-0.841158465,0.939692621,-0.342020143,1,0,6.101738942,6.128474881,0.053855883,5,-71.6
5054,0.267343014,0,0,32.77555556,209.6666667,10121472,329,636664,0,4,24,473.7860467,232,483.6922222,0.007173774,-0.585339269,-0.810788468,0.939692621,-0.342020143,1,0,6.162864275,6.183514096,0.050655776,5,-73.66666667
5055,0.292753011,0,0,30.67833333,210.5,10121472,329,636664,0,4,24,483.207361,231,492.7533333,0.014896898,-0.609956626,-0.792434801,0.939692621,-0.342020143,1,0,6.182513247,6.202036067,0.049668117,5,-74.16666667
5056,0.312020004,0,0,31.725,211.75,10121472,329,636664,0,4,24,500.6719429,230,509.655,0.035869534,-0.662186069,-0.749339449,0.939692621,-0.342020143,1,0,6.217946406,6.235694215,0.04793558,5,-71.25
5057,0.319213003,0,0,41.295,209,10121472,327,636664,0,4,24,522.5420965,229,531.65,0.056309402,-0.69541378,-0.718609543,0.342020143,0.939692621,1,0,6.260617441,6.277864548,0.045929314,6,-63
5058,0.315959007,0,0,40.395,211.5,10121472,327,636664,0,4,24,545.5243588,228,553.85,0.060629713,-0.71878348,-0.695233996,0.342020143,0.939692621,1,0,6.303578879,6.318697807,0.043994369,6,-65
5059,0.312846005,0.113059258,18.78189368,42.285,213.5,10121472,327,636664,0,4,24,567.1244299,228,574.78,0.053455939,-0.752885383,-0.658151654,0.342020143,0.939692621,1,0,6.342340461,6.355725643,0.042318755,6,-67
5060,0.300348014,0.000286287,18.78189368,41.155625,211.75,10121472,327,636664,0,4,24,571.3056753,228,579.205,0.062526287,-0.783821011,-0.620986814,0.342020143,0.939692621,1,0,6.349673246,6.363381489,0.042009035,6,-67
5061,0.299190015,0,0,38.96583333,212.1666667,10121472,327,636664,0,4,24,590.2601403,228,597.835,0.066210318,-0.811255769,-0.584691438,0.342020143,0.939692621,1,0,6.38225609,6.394986101,0.040660038,6,-67
5062,0.250719994,0.002675333,30,35.27,212,10121472,327,636664,0,4,24,598.6517381,228,606.1425,0.04960541,-0.822338663,-0.568998351,0.342020143,0.939692621,1,0,6.39634905,6.408763525,0.040090086,6,-67
5063,0.237214997,0.283616667,30,39.13,212,10121472,327,636664,0,4,24,604.0542559,228,611.48,0.045603185,-0.830346559,-0.557247334,0.342020143,0.939692621,1,0,6.405318133,6.417516289,0.03973153,6,-67
5064,0.254043013,0.080259966,30,44.4309375,211.7291667,10121472,327,636664,0,4,24,622.565358,228,629.8172917,0.064179938,-0.856447327,-0.51623442,0.342020143,0.939692621,1,0,6.435453584,6.447016267,0.038550169,6,-71
5065,0.250732005,0,0,47.37625,211.75,10121472,327,636664,0,4,24,633.9313005,228,641.0475,0.104198803,-0.870429553,-0.492292996,0.342020143,0.939692621,1,0,6.453516805,6.464662288,0.037858992,6,-73
5066,0.262212008,0.265904681,10.54737668,48.06,212,10121472,327,636664,0,4,24,636.5808782,228,643.63,0.102719638,-0.873575455,-0.486688735,0.342020143,0.939692621,1,0,6.457681137,6.468676509,0.037701415,6,-73
5067,0.271169007,0.590691667,10.54737668,34.985,217.5,10121472,396,636664,0,6,24,221.2471131,228,228.1025,0.103345282,-0.2453147,-0.969443499,-1,-1.84E-16,1,0,5.403789885,5.434169502,0.108475991,2,-61
5068,0.264818013,0.120070681,10.54737668,34.13,217,10121472,396,636664,0,6,24,226.1107789,229,232.94,0.106581314,-0.245718124,-0.969341325,-1,-1.84E-16,1,0,5.425437911,5.455064672,0.106142662,2,-62
5069,0.290445,0,0,31.385,217,10121472,396,636664,0,6,24,228.8078883,228,235.5625,0.088004561,-0.278691283,-0.960380742,-1,-1.84E-16,1,0,5.437243692,5.466212444,0.104891488,2,-62
5070,0.377734005,0,0,31.385,217,10121472,396,636664,0,6,24,228.8078883,226,235.5625,0.031192223,-0.278691283,-0.960380742,-1,-1.84E-16,1,0,5.437243692,5.466212444,0.104891488,2,-62
5071,0.332412004,0,0,35.88715152,206.6484848,10121472,397.3333333,636664,0,6,24,263.7548878,221,272.0324545,0.008014722,-0.444969745,-0.895545602,1,6.12E-17,1,0,5.578804446,5.609590669,0.090993574,3,-65.46060606
5072,0.29390201,0,0,38.856,202.4,10121472,398,636664,0,6,24,293.4846265,216,301.896,0.003554118,-0.504185847,-0.863595178,0,1,1,0,5.6852268,5.713389512,0.081776004,3,-69.2
5073,0.305510998,0,0,33.57285714,199.1428571,10121472,397,636664,0,6,24,305.2539902,213,314.1114286,0.006658941,-0.555356636,-0.831612294,0.866025404,-0.5,1,0,5.724414791,5.752926318,0.078623051,3,-72
5074,0.364769012,0,0,31.95181818,205.4545455,10121472,397,636664,0,6,24,322.2167011,213,329.2772727,0.041973537,-0.594878166,-0.803815879,0.866025404,-0.5,1,0,5.778323,5.799932522,0.074484035,3,-70.18181818
5075,0.368079007,0,0,31.76,213.5,10121472,397,636664,0,6,24,345.3391687,216,350.43125,0.064912204,-0.656127709,-0.754649872,0.866025404,-0.5,1,0,5.847418551,5.862014102,0.069496895,4,-68.375
5076,0.425727993,0,0,25.96111111,210,10121472,397,636664,0,6,24,367.4597704,221,372.8455556,0.07109308,-0.71843854,-0.695590443,0.866025404,-0.5,1,0,5.909331534,5.923842759,0.065313272,4,-67.44444444
5077,0.455383003,0,0,36.13833333,210,10121472,397,636664,0,6,24,384.4665054,225,389.6616667,0.07109308,-0.747882365,-0.66383128,0.866025404,-0.5,1,0,5.954454303,5.967841883,0.062424163,4,-72.5
5078,0.444384009,0,0,36.07555556,201.4444444,10121472,397,636664,0,6,24,411.9800316,228,418.1866667,0.064434139,-0.773677459,-0.633579664,0.866025404,-0.5,1,0,6.023399242,6.038316326,0.05825525,4,-77.44444444
5079,0.399349004,0,0,34.822,203.8,10121472,397,636664,0,6,24,489.5275256,231,495.264,0.029119543,-0.534027382,-0.845467181,0.866025404,-0.5,1,0,6.195481395,6.207108043,0.049026865,5,-83
5080,0.393094003,0,0,32.78333333,212.1666667,10121472,397,636664,0,6,24,541.3636785,234,545.88,0.006180876,-0.329225896,-0.94425119,0.866025404,-0.5,1,0,6.29593677,6.3042294,0.04433249,6,-79.16666667
5081,0.364309013,0,0,29.16125,207.5,10121472,889,636664,6,2,24,588.5737455,237,593.87875,-4.16E-18,-0.041481653,-0.999139266,-0.766044443,-0.64278761,1,0,6.379399811,6.388357603,0.040776538,6,-79.875
5082,0.355300009,0,0,25.3,226.125,10121472,397,636664,0,6,24,501.455384,239,503.6425,-8.60E-18,-0.861400388,-0.507926542,0.866025404,-0.5,1,0,6.219506848,6.223850258,0.047860689,5,-73.5
5083,0.391640007,0,0,42.44,228,10121472,397,636664,0,6,24,527.1562359,240,529.07,-2.50E-18,-0.869378424,-0.494146897,0.866025404,-0.5,1,0,6.269392141,6.273009073,0.0455273,6,-75
5084,0.410068989,0,0,40.61666667,223.6666667,10121472,397,636664,0,6,24,738.6735201,241,741.5016667,-1.39E-18,-0.625819804,-0.779967674,0.866025404,-0.5,1,0,6.6062089,6.610025115,0.032490673,7,-81
5085,0.427534014,0,0,35.57714286,222.2857143,10121472,502,636664,6,6,24,897.9119949,243,902.4642857,0.012474774,0.315143332,-0.949044088,0.173648178,-0.984807753,1,0,6.801185137,6.80623658,0.026728677,8,-84.14285714
5086,0.446624994,0,0,26.79363636,221.4545455,10121472,502,636664,6,5,24,1126.757847,241,1134.456364,0.077861615,0.743072749,0.669210647,0.173648178,-0.984807753,1,0,7.027986734,7.034789932,0.021300051,8,-85
5087,0.436230987,0,0,41.60538462,221.9230769,10121472,502,636664,6,5,24,1070.761406,233,1078.621538,0.145786638,0.693106233,0.720835453,0.173648178,-0.984807753,1,0,6.977058748,6.984365831,0.022413957,8,-84.07692308
5088,0.515285015,0.503777687,45,44.25,239.1666667,10121472,889,636664,6,2,24,771.8943432,226,774.245,0.16533618,0.15683122,-0.987625419,-0.766044443,-0.64278761,1,0,6.650142355,6.653179108,0.031092338,7,-83.83333333
5089,0.459001988,0.46363854,45,22.51,228.6666667,10121472,656,636664,0,6,24,818.0859915,223,819.635,0.194977148,-0.875137156,-0.483874941,0.64278761,0.766044443,1,0,6.708189074,6.710078431,0.029336769,7,-91.5
5090,0.494794011,0.105282251,45,38.7525,231,10121472,889,636664,6,2,24,560.8310911,224,564.4175,0.21451612,0.150966982,-0.988538806,-0.766044443,-0.64278761,1,0,6.331201255,6.337564396,0.042793633,6,-87
5091,0.497608989,0.407133517,45,28.8,227.4,10121472,656,636664,6,6,24,955.6865647,226,959.91,0.176748377,0.45369774,-0.891155632,0.64278761,0.766044443,1,0,6.863475819,6.867880752,0.025112836,8,-90.6
5092,0.502068996,0.141847684,45,32.94,240.3333333,10121472,889,636664,6,2,24,469.8186572,229,473.98,0.118728973,0.465693123,-0.884946278,-0.766044443,-0.64278761,1,0,6.154473003,6.163272698,0.05108354,5,-85
5093,0.490182996,0.035735902,45,40.004,246,10121472,502,636664,6,5,24,707.8179215,233,712.454,0.104419298,0.985534844,-0.169472923,0.173648178,-0.984807753,1,0,6.563598683,6.570117964,0.033907025,7,-88.4
5094,0.500486016,0,0,42.86666667,260.3333333,10121472,889,636664,6,2,24,661.2544068,240,664.2666667,0.07477833,0.932718467,-0.36060541,-0.766044443,-0.64278761,1,0,6.495649782,6.500187963,0.036294654,6,-83.66666667
5095,0.578863978,0,0,41.265,266,10121472,502,636664,6,5,24,1079.319453,247,1083.6125,0.042764584,0.266806865,0.963750018,0.173648178,-0.984807753,1,0,6.985012066,6.988978059,0.022236234,8,-86
5096,0.575105011,0,0,50.89,254,10121472,889,636664,6,2,24,576.2630776,252,577.64,0.015145487,-0.257506894,-0.966276461,-0.766044443,-0.64278761,1,0,6.358298103,6.360680523,0.041647645,6,-82.66666667
5097,0.560307026,0,0,38.64222222,248.7777778,10121472,484,636664,6,3,24,1215.848376,256,1217.5,0.005239868,-0.419489912,-0.907759998,-0.5,-0.866025404,1,0,7.104019497,7.105375873,0.019739303,9,-81
5098,0.624940991,0,0,42.915,266.5,10121472,889,636664,6,2,24,728.211801,259,730.98,8.33E-18,0.999664078,-0.02591778,-0.766044443,-0.64278761,1,0,6.591964226,6.595753191,0.032957444,7,-84
5099,0.672994018,0,0,31.05,268,10121472,502,636664,6,5,24,1049.781651,262,1053.895,1.17E-17,0.161462369,0.98687887,0.173648178,-0.984807753,1,0,6.957289596,6.961196515,0.022861897,8,-86
5100,0.667204976,0,0,32.14,277.6666667,10121472,272,636664,0,4,24,1162.571295,268,1164.18,1.17E-17,0.507464142,0.861672876,-0.866025404,-0.5,1,0,7.059249257,7.060630861,0.020643895,8,-82.5
5101,0.220289007,0,0,35.8275,271.5,10121472,888,636664,0,5,24,399.6479334,206,400.6525,-2.68E-17,-0.049798685,-0.998759276,-0.766044443,-0.64278761,1,0,5.99308307,5.995587287,0.060052856,4,-79
5102,0.241387993,0,0,36.13,274,10121472,419,636664,0,8,24,412.323,210,413.6033333,-2.46E-17,-0.549914138,-0.835221193,0.939692621,-0.342020143,1,0,6.02422937,6.02732224,0.058206794,4,-76.66666667
5103,0.306335002,0,0,37.1525,265.25,10121472,888,636664,0,5,24,352.165031,212,352.54,-4.45E-17,0.680687705,-0.732573716,-0.766044443,-0.64278761,1,0,5.866935458,5.867996633,0.068149867,4,-77.25
5104,0.317247987,0,0,25.72583333,282.75,10121472,419,636664,0,8,24,595.7365478,211,597.665,-1.29E-17,-0.373730974,-0.927537147,0.939692621,-0.342020143,1,0,6.391475723,6.394702176,0.040286264,6,-80.25
5105,0.312905014,0,0,34.416,273.8,10121472,419,636664,0,8,24,427.6233485,210,428.854,2.78E-18,-0.329881176,-0.944022463,0.939692621,-0.342020143,1,0,6.060578558,6.063445616,0.056124157,5,-75.6
5106,0.336454988,0,0,33.61,282.8571429,10121472,419,636664,0,8,24,567.0420431,211,568.5014286,4.44E-18,-0.428748393,-0.90342394,0.939692621,-0.342020143,1,0,6.342195436,6.344761291,0.042324904,6,-80.42857143
5107,0.362904012,0,0,21.85833333,286.3333333,10121472,888,636664,0,5,24,178.9074502,214,181.455,-6.66E-18,0.997827181,-0.06588563,-0.766044443,-0.64278761,1,0,5.192442553,5.206503567,0.134147571,1,-73
5108,0.380831987,0,0,22.40666667,295.3333333,10121472,888,636664,0,5,24,145.4960327,222,149.2666667,1.97E-17,0.989542247,-0.144243342,-0.766044443,-0.64278761,1,0,4.986998348,5.012411494,0.16495295,1,-73.66666667
5109,0.34999001,0,0,29.924,272.8,10121472,888,636664,0,5,24,118.0602403,231,119.9,-8.33E-18,0.998473703,-0.0552292,-0.766044443,-0.64278761,1,0,4.779629586,4.794963758,0.203286049,0,-70.4
5110,0.313335001,0,0,28.26,270.5714286,10121472,888,636664,0,5,24,92.71163016,238,94.45571429,-1.79E-17,0.99624196,-0.086613843,-0.766044443,-0.64278761,1,0,4.540222303,4.558662415,0.258867196,0,-71.42857143
5111,0.299719989,0,0,14.55857143,294.4285714,10121472,888,636664,0,5,24,57.89763829,240,66.43142857,-2.90E-17,0.989935355,-0.141520293,-0.766044443,-0.64278761,1,0,4.075800993,4.211111208,0.414524673,0,-76.42857143
5112,0.273519009,0,0,21.506,281,10121472,888,636664,0,5,24,35.60488011,239,42.652,-2.79E-17,0.943764519,-0.330618411,-0.766044443,-0.64278761,1,0,3.600181568,3.7762491,0.674064882,0,-70.8
5113,0.253901988,0,0,23.30833333,288.8333333,10121472,884,636664,0,5,24,13.78089223,237,30.475,-2.54E-17,-0.261144545,-0.965299708,0.5,0.866025404,1,0,2.693335281,3.44919358,1.741541684,0,-76
5114,0.256150007,0,0,25.49,286,10121472,884,636664,0,5,24,42.18746287,234,48.6575,2.04E-17,-0.959434867,-0.281930376,0.5,0.866025404,1,0,3.765550242,3.905149436,0.568889376,0,-76
5115,0.252649993,0,0,26.95666667,279.3333333,10121472,884,636664,0,5,24,69.6476425,232,75.57333333,3.43E-17,-0.989910751,-0.141692291,0.5,0.866025404,1,0,4.25770474,4.338248887,0.344591702,0,-73.22222222
5116,0.226480007,0,0,45.28833333,233.8333333,10121472,884,636664,0,5,24,93.56371939,231,100.0083333,5.56E-17,-0.995711346,-0.092514407,0.5,0.866025404,1,0,4.549273887,4.615203021,0.25650968,0,-63.16666667
5117,0.196006998,0,0,42.39714286,240.7142857,10121472,884,636664,0,5,24,122.8744815,229,125.3757143,1.15E-16,-0.996874929,-0.07899605,0.5,0.866025404,1,0,4.819268807,4.83925933,0.19532127,0,-73
