OID,NDVI_center,Building_Coverage,Weighted_Height,SPEED_M_s_,ALT_M_,NR_TAC,NR_PCI,Base_Central_frequency_point,Base_Electronic_downtilt,Base_Mechanical_downtilt,Base_Power,Match_Dist,DEM_center,True_3D_Dist,Building_Coverage,Match_Angle_sin,Match_Angle_cos,Base_Direction_angle_sin,Base_Direction_angle_cos,NR_BAND_enc,Base_Bandwidth_enc,log_Match_Dist,log_True_3D_Dist,Power_to_Dist_ratio,Match_Dist_bin,SS_RSRP
2264,0.624511003,0,0,24.062,320,10121472,889,636664,6,2,24,975.5649911,306,975.986,2.94E-17,0.25583561,-0.966720301,-0.766044443,-0.64278761,1,0,6.884041303,6.884472322,0.024601129,8,-81.8
2265,0.604951978,0,0,27.50428571,308.8571429,10121472,889,636664,6,2,24,1070.412065,313,1070.571429,3.57E-17,0.974273193,-0.225370241,-0.766044443,-0.64278761,1,0,6.976732744,6.976881475,0.022421272,8,-82.14285714
2266,0.624952018,0,0,39.43,300,10121472,889,636664,6,2,24,1097.200144,318,1097.208333,2.71E-17,0.925526748,0.378682241,-0.766044443,-0.64278761,1,0,7.001427886,7.001435343,0.021873858,8,-82.83333333
2267,0.650406003,0,0,42.05,300.75,10121472,889,636664,6,2,24,1072.351035,321,1072.3575,4.43E-17,0.919658974,0.39271793,-0.766044443,-0.64278761,1,0,6.978540842,6.978546865,0.022380731,8,-82.25
2268,0.660668015,0,0,46.62,298.5,10121472,889,636664,6,2,24,1030.923936,320,1030.935,3.77E-17,0.912722837,0.408579273,-0.766044443,-0.64278761,1,0,6.939180238,6.93919096,0.023280088,8,-84.5
2269,0.714236975,0,0,50.0925,300.25,10121472,329,636664,0,4,24,925.4050111,301,925.4375,2.12E-17,-0.074052161,-0.997254369,0.939692621,-0.342020143,1,0,6.831311516,6.831346585,0.02593459,8,-83.5
2270,0.734664977,0,0,49.355,307,10121472,329,636664,0,4,24,937.6843489,292,937.77,-4.21E-17,-0.068644867,-0.997641159,0.939692621,-0.342020143,1,0,6.844479266,6.844570508,0.025594967,8,-80.5
2271,0.692601025,0,0,53.75,299,10121472,329,636664,0,4,24,905.3565836,285,905.39,-5.13E-17,-0.8528343,0.522181633,0.939692621,-0.342020143,1,0,6.809432809,6.809469677,0.026508892,8,-78
2272,0.643009007,0,0,52.54666667,299.3333333,10121472,329,636664,0,4,24,930.392764,280,930.41,-5.68E-17,-0.665732387,-0.746190585,0.939692621,-0.342020143,1,0,6.836681062,6.836699567,0.025795557,8,-81
2273,0.721446991,0,0,51.57666667,298.6666667,10121472,889,636664,6,2,24,923.2403404,277,923.25,-4.96E-17,0.613970666,-0.789328842,-0.766044443,-0.64278761,1,0,6.828972146,6.828982598,0.025995398,8,-84
2274,0.730319977,0,0,50.64239583,299.1770833,10121472,539,636664,2.25,3.25,24,935.7829704,272,935.8047917,-2.25E-17,-0.079250154,-0.99685476,0.422618262,-0.906307787,1,0,6.842451634,6.842474927,0.025646972,8,-80.52083333
2275,0.738144994,0,0,52.85,298,10121472,889,636664,6,2,24,866.9572137,265,866.96,1.08E-17,0.876328801,0.481713433,-0.766044443,-0.64278761,1,0,6.76614242,6.766145631,0.027683027,7,-87
2276,0.726633012,0,0,53.26,299,10121472,329,636664,0,4,24,1037.958802,259,1037.99,1.74E-17,-0.89135305,0.453309762,0.939692621,-0.342020143,1,0,6.945974339,6.946004366,0.023122305,8,-75
2277,0.69886601,0,0,53.115,298.5,10121472,329,636664,0,4,24,1065.181234,255,1065.215,2.08E-17,-0.896117898,0.443816079,0.939692621,-0.342020143,1,0,6.971838603,6.971870273,0.022531377,8,-75
2278,0.702282012,0,0,46.008,300.4,10121472,329,636664,0,4,24,1085.848893,254,1085.87,1.89E-18,-0.904201036,0.427107114,0.939692621,-0.342020143,1,0,6.991037865,6.991057285,0.022102523,8,-76.2
2279,0.730719984,0,0,41.04,301,10121472,329,636664,0,4,24,1114.265723,258,1114.28,-2.60E-19,-0.90982875,0.414983911,0.939692621,-0.342020143,1,0,7.016847972,7.016860773,0.021538848,8,-77
2280,0.745136976,0,0,45.534,300.2,10121472,329,636664,0,4,24,1141.683655,265,1141.704,6.07E-20,-0.909925496,0.414771734,0.939692621,-0.342020143,1,0,7.041134858,7.041152663,0.021021585,8,-76
2281,0.711479008,0,0,41.83,301,10121472,329,636664,0,4,24,1169.780599,272,1169.8,-4.38E-18,-0.914637381,0.40427523,0.939692621,-0.342020143,1,0,7.065425984,7.065442555,0.020516668,8,-75.66666667
2282,0.626721978,0,0,45.62333333,299,10121472,329,636664,0,4,24,1196.251603,277,1196.283333,-1.22E-17,-0.919598374,0.39285981,0.939692621,-0.342020143,1,0,7.087783878,7.08781038,0.020062669,8,-74.66666667
2283,0.621092975,0,0,44.64,299.5,10121472,329,636664,0,4,24,1224.146625,281,1224.17,6.16E-19,-0.922099701,0.386952377,0.939692621,-0.342020143,1,0,7.11081581,7.110834889,0.019605495,9,-74.75
2284,0.681927025,0,0,49.21333333,297,10121472,329,636664,0,4,24,1243.932327,280,1243.973333,1.16E-17,-0.926506937,0.376277683,0.939692621,-0.342020143,1,0,7.126836452,7.126869389,0.019293654,9,-74.33333333
2285,0.71727699,0,0,46.434,298.6,10121472,329,636664,0,4,24,1276.506258,271,1276.538,1.79E-17,-0.928091296,0.372352719,0.939692621,-0.342020143,1,0,7.152665221,7.152690067,0.018801318,9,-75.4
2286,0.689713001,0,0,47.72,298,10121472,329,636664,0,4,24,1303.254209,262,1303.29,1.45E-17,-0.931130385,0.36468645,0.939692621,-0.342020143,1,0,7.173386669,7.17341411,0.01841544,9,-75.5
2287,0.678804994,0,0,52.96,295,10121472,329,636664,0,4,24,1319.990234,260,1320.04,1.04E-19,-0.935397577,0.353597755,0.939692621,-0.342020143,1,0,7.186136912,7.186174584,0.018181953,9,-74
2288,0.671311975,0,0,50.44,296,10121472,329,636664,0,4,24,1361.860517,266,1361.9,7.32E-18,-0.936547443,0.350540849,0.939692621,-0.342020143,1,0,7.217341091,7.217370061,0.01762295,9,-74
2289,0.657833993,0,0,32.05,301.6666667,10121472,301,636664,0,4,16,599.1344474,273,599.16,-3.78E-18,0.672375453,-0.740210274,-0.342020143,-0.939692621,1,0,6.397153709,6.397196286,0.026705191,6,-76.33333333
2290,0.659035981,0,0,30.81,307.5,10121472,301,636664,0,4,16,589.2703001,278,589.3416667,0.000281333,0.722975459,-0.690873712,-0.342020143,-0.939692621,1,0,6.380580568,6.380701465,0.027152225,6,-75.33333333
2291,0.649281979,0,0,27.19166667,313.1666667,10121472,301,636664,0,4,16,575.5227826,285,575.6983333,0.003537488,0.786668501,-0.617375631,-0.342020143,-0.939692621,1,0,6.357014858,6.357319311,0.027800811,6,-76.16666667
2292,0.558601022,0,0,17.84666667,318,10121472,301,636664,0,4,16,134.1136335,293,134.5666667,0.003537488,0.654521133,0.756043706,-0.342020143,-0.939692621,1,0,4.906116154,4.909463524,0.119301815,0,-80
2293,0.612919986,0,0,22.98444444,305.5555556,10121472,301,636664,0,4,16,118.4954237,301,121.2511111,0.003537488,0.424761786,0.905305156,-0.342020143,-0.939692621,1,0,4.783278075,4.806077217,0.13502631,0,-80
2294,0.676297009,0,0,22.78,321.5,10121472,329,636664,0,4,24,1061.421341,305,1061.693333,0.003537488,-0.287036941,-0.957919514,0.939692621,-0.342020143,1,0,6.968305866,6.968561845,0.02261119,8,-79.16666667
2295,0.721735001,0,0,29.575,320.1666667,10121472,301,636664,0,4,16,835.5956034,300,835.885,0.003256155,-0.990559967,-0.137080091,-0.342020143,-0.939692621,1,0,6.729340804,6.729686666,0.019148018,7,-77.5
2296,0.728892028,0,0,29.05,319.6666667,10121472,301,636664,0,4,16,415.3574787,288,415.8316667,4.86E-18,-0.990764262,0.135595639,-0.342020143,-0.939692621,1,0,6.031544215,6.032682463,0.038521035,5,-76.33333333
2297,0.727137029,0,0,25.21833333,318.3333333,10121472,755,636664,0,4,24,339.3846721,274,339.8433333,1.43E-17,0.891574285,-0.45287448,-0.342020143,0.939692621,1,0,5.830076367,5.831422939,0.070716216,4,-81.33333333
2298,0.69086498,0,0,16.51571429,303.2857143,10121472,301,636664,0,4,24,308.857739,262,308.9314286,8.95E-18,0.634528675,-0.772899321,-0.342020143,-0.939692621,1,0,5.736113286,5.736351075,0.077705678,3,-81.57142857
2299,0.682965994,0,0,22.845,256,10121472,889,636664,6,2,24,433.2378234,254,435.385,1.23E-17,0.044873868,0.998992661,-0.766044443,-0.64278761,1,0,6.073592364,6.078524881,0.055396825,5,-82
2300,0.686348975,0,0,19.81,249.5,10121472,889,636664,6,2,24,432.1922776,249,435.02,1.23E-17,0.003121136,-0.999995129,-0.766044443,-0.64278761,1,0,6.071181689,6.077688114,0.055530839,5,-81
2301,0.477876991,0,0,53.57,228,10121472,245,636664,6,12,24,482.9785874,212,495.13,-1.30E-17,0.999999911,0.000422661,-0.173648178,0.984807753,1,0,6.182040665,6.206837989,0.049691644,5,-73
2302,0.461299002,0,0,29.80076923,248.7692308,10121472,245,636664,6,12,24,462.1107104,207,470.8830769,-8.33E-19,0.999748208,0.022439284,-0.173648178,0.984807753,1,0,6.137966141,6.156731236,0.051935606,5,-80.92307692
2303,0.501403987,0,0,41.10285714,241.7142857,10121472,245,636664,6,12,24,512.1175617,211,520.5428571,-1.19E-17,0.83630411,-0.548265844,-0.173648178,0.984807753,1,0,6.240504984,6.256791452,0.046864239,5,-80
2304,0.595413029,0,0,44.91,230.625,10121472,245,636664,6,12,24,403.9152369,223,417.755,2.08E-17,0.999523327,0.030872617,-0.173648178,0.984807753,1,0,6.003677754,6.037286023,0.059418407,4,-69.875
2305,0.63410902,0,0,46.90166667,241.1666667,10121472,245,636664,6,12,24,374.8519059,235,387.0766667,2.00E-17,0.999170191,0.040729962,-0.173648178,0.984807753,1,0,5.929195199,5.961202915,0.064025285,4,-74
2306,0.585940003,0,0,22.03357143,242.7142857,10121472,245,636664,6,12,24,348.8120282,239,361.7807143,1.16E-17,0.999760236,0.021896796,-0.173648178,0.984807753,1,0,5.857395948,5.893798559,0.068804967,4,-72.85714286
2307,0.585686028,0,0,38.58,237.125,10121472,245,636664,6,12,24,383.1888879,237,397.01125,5.44E-19,0.988040672,0.154193485,-0.173648178,0.984807753,1,0,5.951134327,5.986480271,0.062632296,4,-67.875
2308,0.554802001,0,0,41.64444444,240.3333333,10121472,245,636664,6,12,24,348.1850089,233,360.9977778,2.05E-17,0.989958821,0.141356047,-0.173648178,0.984807753,1,0,5.855601893,5.891638073,0.068928872,4,-70.11111111
2309,0.546123028,0,0,50.198,290.8,10121472,245,636664,6,12,24,328.9566346,227,333.96,-7.23E-18,0.981819523,0.189816818,-0.173648178,0.984807753,1,0,5.798961236,5.814011122,0.072957945,3,-77.8
2310,0.554687023,0,0,50.3825,249.5,10121472,245,636664,6,12,24,225.5605629,218,242.27,-2.11E-17,0.998450687,0.055643739,-0.173648178,0.984807753,1,0,5.423012295,5.494171938,0.106401578,2,-70.75
2311,0.514271021,0,0,51.08,246.375,10121472,244,636664,6,12,24,358.0628416,210,376.12625,-2.11E-17,0.90605937,0.423150585,-0.64278761,-0.766044443,1,0,5.883497419,5.932580012,0.06702734,4,-73
2312,0.545571983,0,0,47.85,238.7142857,10121472,245,636664,6,12,24,167.6113611,209,195.7557143,0.000831217,0.99646153,0.084050104,-0.173648178,0.984807753,1,0,5.127596428,5.28196293,0.143188384,1,-75.71428571
2313,0.449364007,0,0,50.605,212.75,10121472,244,636664,6,12,24,296.6677529,213,334.53,0.008944905,0.990666043,0.136311375,-0.64278761,-0.766044443,1,0,5.695977941,5.815711371,0.08089858,3,-80.25
2314,0.353983015,0,0,26.71857143,208,10121472,243,636664,6,12,24,109.0035189,218,169.1,0.011381175,0.991537455,0.129820938,0.64278761,0.766044443,1,0,4.700512355,5.136386499,0.220176376,0,-81.71428571
2315,0.273207009,0,0,35.2525,210.5,10121472,245,636664,6,12,24,74.72583802,222,147.45,0.054180735,0.980810325,0.194964372,-0.173648178,0.984807753,1,0,4.327119423,5.000248201,0.321174045,0,-80.75
2316,0.187187999,0.00979954,114,32.01,204.6,10121472,245,636664,6,12,24,89.24989963,227,168.158,0.078525236,0.853278304,0.521455786,-0.173648178,0.984807753,1,0,4.502582485,5.130833189,0.268907862,0,-81
2317,0.185443997,0.127788333,114,29.747,278.7,10121472,243,636664,6,12,24,90.93663287,234,107.651,0.088905039,0.795132721,0.606435451,0.64278761,0.766044443,1,0,4.521099567,4.688140911,0.263920039,0,-70.9
2318,0.196843997,2.52E-05,114,25.6925,315.375,10121472,243,636664,6,12,24,24.59297284,238,33.915,0.104923356,-0.564991979,0.825096397,0.64278761,0.766044443,1,0,3.242317815,3.552916536,0.975888486,0,-70.5
2319,0.241429999,0,0,26.26166667,229.3333333,10121472,146,636664,6,12,24,200.4972656,240,222.6083333,0.143094238,0.576042011,0.817420089,-0.819152044,-0.573576436,1,0,5.305775811,5.409896009,0.11970238,1,-63
2320,0.243250996,0.127332192,91,43.995,312.5,10121472,243,636664,6,12,24,72.46721132,239,76.5,0.11258794,-0.9698866,0.243556942,0.64278761,0.766044443,1,0,4.296839202,4.350277936,0.331184259,0,-67
2321,0.195129007,0.419802399,91,49.70333333,304.6666667,10121472,145,636664,6,12,24,172.4412405,239,174.46,0.122846991,0.273944078,0.961745622,0.573576436,-0.819152044,1,0,5.155838871,5.167411097,0.139177843,1,-61.33333333
2322,0.177632004,0,0,34.575,225.5,10121472,145,636664,6,12,24,165.9982131,238,194.115,0.133822452,0.051395557,0.998678375,0.573576436,-0.819152044,1,0,5.117983112,5.273589128,0.144579869,1,-73
2323,0.129035994,0.217191387,91,40.774,265.4,10121472,145,636664,6,12,24,224.1036641,236,242.082,0.152288147,-0.54464953,-0.838663752,0.573576436,-0.819152044,1,0,5.416561025,5.493398835,0.107093295,2,-71.2
2324,0.163876995,0.04235283,91,46.89666667,326,10121472,61,636664,6,12,24,64.4774499,236,66.2,0.118945266,0.981547386,-0.191219062,-0.5,-0.866025404,1,0,4.181705807,4.207673248,0.372223152,0,-67
2325,0.225054994,0,0,42.178,294,10121472,61,636664,6,12,24,90.16019818,237,99.258,0.115242066,-0.34013716,-0.940375836,-0.5,-0.866025404,1,0,4.512618378,4.607746864,0.266192846,0,-67.4
2326,0.289640009,0,0,35.06333333,330.6666667,10121472,61,636664,6,12,24,9.277015031,236,13.95666667,0.120250108,-0.009236114,-0.999957346,-0.5,-0.866025404,1,0,2.329909851,2.705157132,2.587038755,0,-67.66666667
2327,0.308219999,0.063341915,54,51.73,332,10121472,61,636664,6,12,24,42.85805244,235,43.79,0.098118458,-0.935690863,-0.35282093,-0.5,-0.866025404,1,0,3.780958338,3.8019849,0.559988102,0,-65
2328,0.308328986,0.409761594,54,48.49,311,10121472,328,636664,6,3,24,666.4358839,234,666.45,0.055520758,0.784798392,0.619751147,-0.984807753,0.173648178,1,0,6.503443332,6.503464481,0.036012467,6,-71
2329,0.204076007,0.000149485,54,40.57833333,232.6666667,10121472,76,636664,6,2,24,227.7170526,233,250.825,0.048256487,0.215944724,-0.97640559,-0.64278761,-0.766044443,1,0,5.432485661,5.528734402,0.105393951,2,-76.16666667
2330,0.247472003,0,0,44.45,230,10121472,145,636664,6,12,24,277.437201,232,293.3433333,0.039666426,-0.677753013,-0.735289639,0.573576436,-0.819152044,1,0,5.629192544,5.684746886,0.086506063,3,-81.33333333
2331,0.377278,0,0,50.96,239,10121472,76,636664,6,2,24,272.6655949,232,284.2,5.48E-05,0.74628652,0.665624841,-0.64278761,-0.766044443,1,0,5.611906904,5.653190689,0.088019906,3,-65.5
2332,0.500939012,0,0,51.425,252,10121472,76,636664,6,2,24,254.1553424,232,262.85,3.01E-17,0.688901305,0.724855153,-0.64278761,-0.766044443,1,0,5.541872546,5.57538076,0.094430436,2,-74
2333,0.575046003,0,0,42.5075,240.75,10121472,76,636664,6,2,24,233.0442924,232,245.9275,5.45E-17,0.635901164,0.771770503,-0.64278761,-0.766044443,1,0,5.455510381,5.509094771,0.102984714,2,-62.5
2334,0.571857989,0,0,54.055,266,10121472,76,636664,6,2,24,218.8387951,233,225.175,5.39E-17,0.506728159,0.862105894,-0.64278761,-0.766044443,1,0,5.392894528,5.421309036,0.109669768,2,-51
2335,0.575061977,0,0,53.415,257,10121472,76,636664,6,2,24,201.9247605,234,211.2675,6.52E-17,0.412318621,0.911039711,-0.64278761,-0.766044443,1,0,5.312835272,5.357847272,0.118856151,1,-69
2336,0.581824005,0,0,53.32,245,10121472,76,636664,6,2,24,183.2559573,236,197.63,9.55E-17,0.269384327,0.963032754,-0.64278761,-0.766044443,1,0,5.216325863,5.291443798,0.130964364,1,-68
2337,0.589791,0,0,51.7,258,10121472,76,636664,6,2,24,191.2982048,241,200.86,1.08E-16,0.094292715,0.995544516,-0.64278761,-0.766044443,1,0,5.259047317,5.307574388,0.125458573,1,-66.5
2338,0.621762991,0,0,52.8,251.6666667,10121472,76,636664,6,2,24,185.5648261,245,197.4966667,4.92E-17,-0.856662745,-0.515876867,-0.64278761,-0.766044443,1,0,5.228778772,5.290772308,0.129334855,1,-71
2339,0.657438993,0,0,52.53666667,261,10121472,75,636664,6,2,24,184.8709387,250,193.78,-1.19E-17,-0.175438266,0.984490434,0.766044443,-0.64278761,1,0,5.225052555,5.271870717,0.129820295,1,-73
2340,0.690218985,0,0,50.8425,278.25,10121472,76,636664,6,2,24,197.0267264,256,201.5775,-1.63E-17,-0.327658443,0.944796245,-0.64278761,-0.766044443,1,0,5.288402003,5.311122529,0.121810885,1,-71.5
2341,0.697790027,0,0,40.154,317.4,10121472,75,636664,6,2,24,215.403038,262,219.132,-1.31E-17,-0.464634797,0.885502403,0.766044443,-0.64278761,1,0,5.377142586,5.394227366,0.111419041,2,-79.4
2342,0.693678975,0,0,34.11714286,335.2857143,10121472,75,636664,6,2,24,228.6563872,269,233.3314286,-3.69E-17,-0.565430466,0.824795967,0.766044443,-0.64278761,1,0,5.436584223,5.456736475,0.104960986,2,-79.85714286
2343,0.664297998,0,0,46.36333333,314,10121472,75,636664,6,2,24,243.5209848,275,245.9216667,-3.36E-18,-0.63396104,0.773364985,0.766044443,-0.64278761,1,0,5.499301133,5.509071147,0.098554135,2,-79.16666667
2344,0.601854026,0,0,42.82,338.5,10121472,75,636664,6,2,24,269.7592217,281,271.535,3.56E-17,-0.72268996,0.691172354,0.766044443,-0.64278761,1,0,5.601229945,5.607767046,0.088968228,3,-80
2345,0.603300989,0,0,45.286,312.8,10121472,328,636664,6,3,24,366.7270013,288,367.776,3.78E-17,-0.289331691,-0.957228903,-0.984807753,0.173648178,1,0,5.907340819,5.910189414,0.065443777,4,-83.4
2346,0.611428022,0,0,18.2075,364.25,10121472,328,636664,6,3,24,397.690302,297,401.38,2.89E-17,-0.260780679,0.965398072,-0.984807753,0.173648178,1,0,5.98818493,5.997396916,0.060348467,4,-83.5
2347,0.556134999,0,0,33.918,365,10121472,328,636664,6,3,24,415.6690113,308,419.376,4.28E-17,-0.274362862,0.961626237,-0.984807753,0.173648178,1,0,6.032292169,6.041149549,0.057738247,5,-84
2348,0.533438981,0,0,35.60857143,351.8571429,10121472,75,636664,6,2,24,372.7342938,317,374.9885714,4.70E-17,-0.786486773,0.617607122,0.766044443,-0.64278761,1,0,5.923545101,5.929558748,0.064389031,4,-83.42857143
2349,0.444561005,0,0,26.05642857,341.2142857,10121472,75,636664,6,2,24,485.6406938,322,487.205,4.16E-17,-0.89180391,0.452422133,0.766044443,-0.64278761,1,0,6.187526056,6.1907354,0.049419252,5,-82.92857143
2350,0.396468997,0,0,26.447,341.6,10121472,75,636664,6,2,24,647.1787074,324,648.558,5.94E-17,-0.978479891,-0.206342197,0.766044443,-0.64278761,1,0,6.474166441,6.476292132,0.037084038,6,-84.6
2351,0.506505013,0,0,32.015,354,10121472,75,636664,6,2,24,439.7143111,324,441.45,0.000138566,-0.843794813,0.536665923,0.766044443,-0.64278761,1,0,6.088396845,6.092327464,0.054580893,5,-81.83333333
2352,0.510152996,0,0,30.77857143,346.7142857,10121472,75,636664,6,2,24,467.2578271,324,468.6742857,0.02264,-0.862356254,0.506301977,0.766044443,-0.64278761,1,0,6.149019057,6.152039445,0.051363505,5,-79.57142857
2353,0.600023985,0,0,30.932,315.6,10121472,328,636664,6,3,24,484.1911716,318,485.374,0.024679404,-0.688054848,0.725658684,-0.984807753,0.173648178,1,0,6.184542982,6.186977875,0.049567199,5,-81.6
2354,0.70154798,0,0,32.31,299.625,10121472,328,636664,6,3,24,507.0213342,306,508.28875,0.034520409,-0.640025794,0.768353423,-0.984807753,0.173648178,1,0,6.230523443,6.233015145,0.047335286,5,-78.875
2355,0.707100987,0,0,30.1,254.5555556,10121472,329,636664,0,4,24,551.5733584,288,553.9944444,0.034520409,-0.987444986,-0.157963283,0.939692621,-0.342020143,1,0,6.3145862,6.318958104,0.043511891,6,-93.77777778
2356,0.713715971,0,0,30.64142857,253.5714286,10121472,329,636664,0,4,24,558.5911823,278,561.0842857,0.034381844,-0.872097688,-0.489331812,0.939692621,-0.342020143,1,0,6.327206486,6.331651813,0.042965232,6,-95.14285714
2357,0.712005973,0,0,32.41,228.4285714,10121472,396,636664,0,6,24,872.3199392,280,874.2157143,0.011880409,0.521511727,0.853244114,-1,-1.84E-16,1,0,6.772301971,6.774470387,0.027512841,7,-90.71428571
2358,0.686608016,0,0,42.685,324.25,10121472,889,636664,6,2,24,1316.436416,285,1316.69,0.009841006,0.953987947,0.299844956,-0.766044443,-0.64278761,1,0,7.183443018,7.183635483,0.018231036,9,-82.5
2359,0.679311991,0,0,32.80888889,322.1111111,10121472,329,636664,0,4,24,675.0266042,282,675.2488889,-3.33E-17,-0.943568903,0.331176274,0.939692621,-0.342020143,1,0,6.516232431,6.516561187,0.035554154,7,-78.55555556
2360,0.696102977,0,0,27.31875,314.5,10121472,329,636664,0,4,24,611.2208613,277,611.34,1.82E-17,-0.715932576,0.698169425,0.939692621,-0.342020143,1,0,6.417093102,6.417287684,0.039265675,6,-81.875
2361,0.712976992,0,0,36.145,310.25,10121472,889,636664,6,2,24,1073.771446,279,1073.905,1.60E-17,0.741476839,-0.670978463,-0.766044443,-0.64278761,1,0,6.97986331,6.979987565,0.022351125,8,-84
2362,0.713585973,0,0,27.145,315.6666667,10121472,889,636664,6,2,24,1023.982767,287,1024.266667,-9.30E-18,0.485405863,-0.874288938,-0.766044443,-0.64278761,1,0,6.932431079,6.932708021,0.023437894,8,-79
2363,0.712958992,0,0,26.74,301.8333333,10121472,889,636664,6,2,24,1168.129146,296,1168.131667,9.78E-18,0.944038182,0.329836189,-0.766044443,-0.64278761,1,0,7.064014431,7.064016587,0.020545673,8,-83.66666667
2364,0.68561101,0,0,30.37333333,301.6666667,10121472,889,636664,6,2,24,1141.056048,305,1141.06,5.36E-17,0.939390848,0.342848121,-0.766044443,-0.64278761,1,0,7.040585468,7.040588928,0.021033147,8,-84
2365,0.672936976,0,0,25.70777778,298.5555556,10121472,889,636664,6,2,24,1073.196895,312,1073.204444,5.99E-17,0.99489084,-0.100956513,-0.766044443,-0.64278761,1,0,6.979328587,6.979335614,0.022363091,8,-80.33333333
2366,0.656238973,0,0,30.47,300.4,10121472,329,636664,0,4,24,824.3067597,316,824.33,5.13E-17,-0.977377994,-0.211500016,0.939692621,-0.342020143,1,0,6.715755147,6.715783306,0.029115374,7,-84.6
2367,0.650058985,0,0,44.144,302.6,10121472,329,636664,0,4,24,834.7591758,318,834.77,6.85E-17,-0.973375782,-0.229215152,0.939692621,-0.342020143,1,0,6.728340504,6.728353456,0.028750807,7,-80.6
2368,0.649906993,0,0,40.465,302,10121472,889,636664,6,2,24,915.1581162,317,915.17,6.19E-17,-0.095411882,-0.99543788,-0.766044443,-0.64278761,1,0,6.820188966,6.820201937,0.026224976,8,-83.5
2369,0.707928002,0,0,37.08,301.25,10121472,889,636664,6,2,24,959.987862,297,959.9925,4.54E-17,0.813115016,-0.582103058,-0.766044443,-0.64278761,1,0,6.867961778,6.867966605,0.025000316,8,-83
2370,0.735123992,0,0,42.38125,304.875,10121472,329,636664,0,4,24,917.6783157,287,917.7025,-1.79E-17,-0.051364837,-0.998679956,0.939692621,-0.342020143,1,0,6.822936024,6.822962349,0.026152955,8,-81
2371,0.702042997,0,0,49.06333333,307.8333333,10121472,889,636664,6,2,24,929.8885998,280,929.9616667,-2.71E-17,0.595981226,-0.802998368,-0.766044443,-0.64278761,1,0,6.836139614,6.836218102,0.025809543,8,-80.66666667
2372,0.696588993,0,0,49.41,302,10121472,329,636664,0,4,24,907.3577669,274,907.375,-3.26E-17,-0.877278538,0.479981631,0.939692621,-0.342020143,1,0,6.811638317,6.811657289,0.026450427,8,-78
2373,0.737622023,0,0,51.16666667,307,10121472,329,636664,0,4,24,919.8693361,269,919.9233333,-2.54E-17,-0.647650801,-0.761937294,0.939692621,-0.342020143,1,0,6.825318154,6.82537679,0.026090662,8,-77
2374,0.741299987,0,0,49.77,303,10121472,329,636664,0,4,24,959.0484106,265,959.055,1.67E-18,-0.887305848,0.461181453,0.939692621,-0.342020143,1,0,6.866983711,6.866990574,0.025024806,8,-76
2375,0.738281012,0,0,44.4075,298.75,10121472,329,636664,0,4,24,993.0871081,260,993.13,3.50E-17,-0.898430008,0.43911675,0.939692621,-0.342020143,1,0,6.901824837,6.901867983,0.024167064,8,-74.5
2376,0.721691012,0,0,42.065,294.5,10121472,329,636664,0,4,24,1010.534452,254,1010.61,4.16E-17,-0.905992314,0.423294137,0.939692621,-0.342020143,1,0,6.919223716,6.9192984,0.023749809,8,-73
2377,0.692071974,0,0,43.996,298.6,10121472,329,636664,0,4,24,1047.809786,251,1047.85,4.50E-17,-0.905938109,0.423410136,0.939692621,-0.342020143,1,0,6.955411263,6.955449605,0.022904921,8,-75.2
2378,0.685126007,0,0,51.065,295,10121472,329,636664,0,4,24,1073.664739,252,1073.73,2.61E-17,-0.914520501,0.404539558,0.939692621,-0.342020143,1,0,6.979764021,6.979824746,0.022353347,8,-72
2379,0.725570977,0,0,43.64666667,291.3333333,10121472,329,636664,0,4,24,888.4423611,257,888.6766667,2.39E-17,-0.685565983,-0.728010496,0.939692621,-0.342020143,1,0,6.790594706,6.790858101,0.02701357,7,-75.66666667
2380,0.748565018,0,0,24.88166667,286.1666667,10121472,301,636664,0,4,16,560.365995,263,560.8533333,2.43E-17,0.888977175,-0.457951506,-0.342020143,-0.939692621,1,0,6.33037309,6.331240843,0.028552768,6,-80.83333333
2381,0.717893004,0,0,41.66333333,291.6666667,10121472,329,636664,0,4,24,912.259148,269,912.4933333,1.98E-17,-0.672967992,-0.739671604,0.939692621,-0.342020143,1,0,6.817019683,6.817276078,0.026308314,8,-75
2382,0.648214996,0,0,21.34666667,284,10121472,301,636664,0,4,16,392.465097,274,393.14,1.20E-17,0.984680731,0.174367021,-0.342020143,-0.939692621,1,0,5.974992365,5.976706176,0.040767956,4,-81
2383,0.683389008,0,0,21.84,285,10121472,329,636664,0,4,24,932.1154995,278,932.47,2.48E-17,-0.647949139,-0.761683605,0.939692621,-0.342020143,1,0,6.838528987,6.838908825,0.025747882,8,-77
2384,0.70589,0,0,22.535,288,10121472,329,636664,0,4,24,1236.675404,277,1236.825,3.58E-17,-0.934140394,0.356905765,0.939692621,-0.342020143,1,0,7.120990225,7.121111086,0.019406871,9,-76.5
2385,0.705029011,0,0,22.5,302,10121472,329,636664,0,4,24,1279.300791,270,1279.31,4.21E-17,-0.939119057,0.343591905,0.939692621,-0.342020143,1,0,7.154850322,7.154857515,0.018760248,9,-78
2386,0.671150982,0,0,20.46,302,10121472,329,636664,0,4,24,1302.867165,260,1302.876667,3.87E-17,-0.940997551,0.338413371,0.939692621,-0.342020143,1,0,7.17308987,7.173097157,0.018420911,9,-78
